destination_name;total_reviews;destination_rating;review_date;review_rating;review_header;review_author;review_text
Disney Springs - Orlando;12653;45;20 de dezembro de 2016;4;Muito Grande!!!!;665carolinap;Completamente diferente do antigo downtown. Cheio de lojas restaurantes atrações. Fui a noite e ao cosnegui ver tudo
Disney Springs - Orlando;12653;45;17 de dezembro de 2016;5;Passeio e compras!;Patricia_Peixoto;Ótimo lugar para passear e comprar, um shopping de céu aberto que teve sua expansão finalizada, estacionamento grátis, boas compras e excelentes restaurantes e tudo com a magia Disney!
Disney Springs - Orlando;12653;45;17 de dezembro de 2016;5;Ambiente agradável!;633cibeled;Se antes era bom, agora muito melhor!!! A parte nova está parecido com os outlet! Tem novas lojas como: Zara, senhora, entre outras! A nova loja da Coca Cola é linda!
Disney Springs - Orlando;12653;45;10 de dezembro de 2016;5;LUGAR MAGICO;Antonio76556;Além dos parques da Disney a Disney Springs, tem que ser visitada.. lugar encantado, incluindo a loja com salão de beleza para as crianças usarem as fantasias preferidas.. tem que ir passar o dia
Disney Springs - Orlando;12653;45;10 de dezembro de 2016;3;Lugar lindo!;Marcelo S;Lindo lugar para passear, só passear. Os preços dos produtos nas lojas são acima da média de Orlando, os restaurantes lotados e caros. Conseguimos um lá no fundão com um preço pagável e lanche gostoso e lugar para sentar.. As lojas de brinquedos são uma atração a parte, tanto as da Disney como a da Lego.
Disney Springs - Orlando;12653;45;9 de dezembro de 2016;5;Lugar delicioso;Annampeppe;Um shopping a céu aberto, estacionamento grátis, opção de comida para todos os bolsos, cinema, música ao vivo e artistas em vários pontos. O lugar tem a magia Disney. Organizado, limpo e seguro. Há atrações como o balão, mas as lojas como Lego, Coca, Disney e Marvel são verdadeiras atrações também.
Disney Springs - Orlando;12653;45;8 de dezembro de 2016;5;Ótimo passeio a qualquer hora;anacarolstevaneli;É um complexo, dentro da Disney, com lojas e restaurantes (alguns com propostas bem diferentes) muito legal... Tem um pessoal ( músicos ou dançarinos) que fazem apresentações ao ar livre, tem tb a maior loja da Disney, loja da Lego, chocolateria ( ghirardelli), bom para um passeio noturno ( mais fresco, pois apesar das lojas serem fechadas, o complexo é a céu aberto) e jantar... Muito próximo ao hotel Disney Saratoga Springs, então se quiser pegar um ônibus da Disney para ir direto do parque, pegue o desse hotel, e depois é uns cinco minutos de caminhada...
Disney Springs - Orlando;12653;45;8 de dezembro de 2016;5;Passeio muito bacana;MarcelaVianna;Springs Disney é um Downtown, lojas, restaurantes, cinema compõem o lugar, tem de tudo para todos os gostos: Loja da Coca, Harley, entre outras. Se não quiser comprar nada, vale o passeio pelas ruas! E tem o Cirque di Soleil tbm, imperdível.
Disney Springs - Orlando;12653;45;7 de dezembro de 2016;5;Lindo lugar!;Priscirodrigues;Ficou lindo o novo Disney Springs. Agora há mais lojas, restaurantes e música. Fomos no Halloween, então muita gente estava fantasiada. Não deu vontade de ir embora.
Disney Springs - Orlando;12653;45;6 de dezembro de 2016;5;Muito Gostoso e de Graça;viajantefeliz3;Fomos com uns amigos que ouviram falar do lugar, mas sabiam que não pagava. Deixamos o carro em um estacionamento gratuito e fomos andando até o lugar, você precisa passar por uma ponto andando, uns 10 a 15 minutos de caminhada, já fazem isso com o intuito de fazer você entrar de carro e pagar estacionamento, mas fomos andando mesmo e vimos uma coisa mais linda com a outra. Tem várias lojas, restaurantes temáticos, mini shows, música ao vivo e lojas para lembrancinhas também. Eu gostei muito. Com certeza as coisas lá são mais caras porque é "Disney", mas para quem quer curtir vai gostar.
Disney Springs - Orlando;12653;45;6 de dezembro de 2016;5;Lugar agradável para passeio;AlineMarchesi;É um lugar muito agradável para passeio. Possui um lago muito bonito com uma escultura gigante de lego, passeios de barco, muitas lojas legais e restaurantes.
Disney Springs - Orlando;12653;45;5 de dezembro de 2016;5;Passeio e diversão em Disney Springs;Carol C;Lugar lindo, de encher os olhos, tipo um shopping, parque e shows tudo junto, muitas atrações, para diversão com toda família.
Disney Springs - Orlando;12653;45;5 de dezembro de 2016;4;Passeio agradável;MarcellaO112;Lugar lindo e super agradável para toda a família. Muitas opções de lojas, para todos os gostos e estilos. Várias opções de refeição também... as crianças vão amar as lojas de doces. Tem uma loja da Disney gigante e a nova loja da Coca-Cola. Achei incrível! Prepare as pernas, pois você vai andar! Vale a pena conhecer.
Disney Springs - Orlando;12653;45;4 de dezembro de 2016;4;Muito bom, porém enorme e cansa!;5_Reginato;Tem muitas lojas e restaurantes além do local de atendimento da Disney. O estacionamento é grande e grátis. Vale a pena conhecer mas se prepare para caminhar bastante. As lojas são muito bonitas. Por exemplo, tem uma loja da Coca-cola que é muito legal.
Disney Springs - Orlando;12653;45;3 de dezembro de 2016;5;Um lugar extremamente agradável;Luck L;Praticamente todos os dias que viajamos (15 dias), visitamos o Disney Springs, um lugar agradabilíssimo para comer, comprar ou passear! Recomendo!
Disney Springs - Orlando;12653;45;3 de dezembro de 2016;5;Lindo;lilizinha;Local super agradável. Cheio de lojinhas, restaurantes. Música ao vivo. Vale a pena. Estacionamento grátis.
Disney Springs - Orlando;12653;45;2 de dezembro de 2016;5;Perfeito;lumagsantos;Ótimo lugar para se passear e tirar muitas fotos, além de lojas maravilhosas como Disney e lego. Vá com tempo para andar bastante.
Disney Springs - Orlando;12653;45;1 de dezembro de 2016;4;Top;FBuoni;A loja da Coca Cola de Disney Springs ficou muito bonita , inferior a de Las Vegas mas mesmo assim ficou muito Top , todo tipo de produto da marca com preços camaradas ,no ultimo piso para quem quiser pode comprar e experimentar vários tipos de coca , sinceramente não vale a pena .
Disney Springs - Orlando;12653;45;30 de novembro de 2016;5;Ótimo!;PedrinhoGomes;Excelente lojas, restaurantes alucinantes e atrações super legais! Um dos lugares mais bonitos de Orlando!! Imperdível!!
Disney Springs - Orlando;12653;45;30 de novembro de 2016;4;Ótimo para descontrair e fugir das comidas típicas dos parques.;Diogo M;Com inúmeras lojas e alguns bons restaurantes, o local ainda conta com diversas performances e shows ao ar livre, muito bom para dar uma descontraída e descansar das tarde exaustivas nos parques e principalmente para comer alguma coisa com gosto de comida de verdade para variar um pouco.
Disney Springs - Orlando;12653;45;28 de novembro de 2016;5;Show;820israelb;Muito bom esse complexo da Disney. Oferece várias atrações sem cobrar nada na entrada. Tem vários restaurantes para todos os gostos e bolsos.
Disney Springs - Orlando;12653;45;27 de novembro de 2016;5;Ótimo lugar de compras;Daniel R;Pode-se encontrar tudo que precisa comprar, lojas maravilhosas e cheias de coisas pra comprar. Além de bares e restaurantes incríveis
Disney Springs - Orlando;12653;45;27 de novembro de 2016;5;Vale a pena ir neste parque da Disney mesmo que não vá comprar nada.Ah a entrada é gratuita.;Edi F;Neste parque tem lojas com produtos que vc não encontra em outro lugar em Orlando.. A loja Trend D. tem roupas para jovens e adolescentes que não se encontra em lugar nenhum em Orlando, maravilhosas. Tem a Lego ´, a loja de Natal, Melissa , Kipling. Você passa um dia gostoso, mesmo que não vá comprar muita coisa. Esse parque é mais conhecido como Downtown Disney, recentemente é que mudou de nome.
Disney Springs - Orlando;12653;45;26 de novembro de 2016;5;Um passeio excelente;laurasoraya;Vc não pode deixar de conhecer este lugar, muito lindo, , tem alguns locais para comer sanduíches, sorvetes, batata frita, bem americano. Estacionamento grátis.
Disney Springs - Orlando;12653;45;24 de novembro de 2016;5;Top.;HRV_13;Ampla diversidade de restaurantes, atrações e lojas. Ainda com o La Nouba inesquecível. Estacionamento amplo e seguro. Local muito limpo. Recomendo sempre.
Disney Springs - Orlando;12653;45;23 de novembro de 2016;5;Vale a pena;Adriana F;Local extremamente bem sinalizado, organizado, limpo e bonito. Agradável para passear com a família e apreciar o complexo Disney. Estacionamento e entrada gratuitos. Bons restaurantes e lojas. As crianças podem brincar e se refrescar nas águas que saltam.
Disney Springs - Orlando;12653;45;23 de novembro de 2016;5;Local de Entretenimento;eioli;Muitas lojas super divertidas, com visual lindo! otimo passeio para levar a familia e comprar presentes e lembranças!
Disney Springs - Orlando;12653;45;21 de novembro de 2016;5;Sensasional;Adilson G;Ótimo lugar para passeios e compras, muitas lojas e atrações para se ver e visitar. Lugar muito bonito para fotos também.
Disney Springs - Orlando;12653;45;18 de novembro de 2016;3;Super cheio;Marina E;Local gostoso para passear, jantar e visitar o Cirque di Soleil. Porem, é extremamente cheio, o que tira um pouco a vontade de passear, pois as pessoas chegam a desviar umas das outras para nao se chocar...
Disney Springs - Orlando;12653;45;18 de novembro de 2016;5;Lindo e agradável!;AnnaPaolaCiulla;Amei o clima desse shopping que mistura um pouco de comércio, Disney, pubs, restaurantes... Delícia para andar a céu aberto! Muito bom mesmo! Não achei os preços das lojas muito diferente dos outros shoppings....
Disney Springs - Orlando;12653;45;16 de novembro de 2016;5;Antigo "Downtown Disney" e o novo "Disney Springs";SimoneMorita;O antigo "Downtown Disney" pelo que dizem era bom... mas o novo "Disney Springs", volte lá quantas vezes você quiser e for preciso ! Perdi as contas de quantas vezes em 2 semanas, voltamos ao local. É um excelente lugar para passear, fazer compras, principalmente no meu caso que sou uma viciada em roupas da Uniqlo que conheci no Japão, visitei a loja de NY e precisava de algumas peças novas e ainda mais com estampas da Disney, melhor impossível ! No fim de tarde consegue-se fotos lindas de toda a Disney Springs no lounge do terceiro andar na loja da Coca-Cola. Quando íamos aos parques, visitava as lojinhas porém não fazia compras por conta de ter de carregar nos brinquedos e querer tudo quando se está na Disney.. kkkkkkkkkk, então fiz a festa na loja enorme que tem lá da Disney e comprei tudo o que queria e consciente, pois o que vi nos parques também encontrei lá e com certeza não gastei com coisas fúteis ou arrependimentos ! Vá sempre quando sobrar um tempinho e você quer aproveitar ao máximo a estadia em Orlando, entrada gratuita, amplo estacionamento.
Disney Springs - Orlando;12653;45;16 de novembro de 2016;5;Lugar excelente;chveiga;Aqui dá pra fazer de tudo: tem loja enorme da Disney, além de centenas de outras lojas (inclusive da Lego, da MAC, da Sephora), tem a boutique Bibbidi Bobbidi, tem muitos restaurantes (recomendo o T-Rex e o Rainforest), lanchonetes, passeio de balão, Cirque Du Soleil, lugar para ver o pôr-do-sol, etc. etc.. Recomendo passar um dia inteiro.
Disney Springs - Orlando;12653;45;16 de novembro de 2016;5;vale a pena visitar à noite;laurennmv;Excelente centro de lazer, com bos opções de restaurantes (rainforest cafe, t-rex), lojas (world of disney), cinemas e cirque du soleil. No entanto, aproveite o dia em outro local, e venha para o Disney Springs à noite.
Disney Springs - Orlando;12653;45;16 de novembro de 2016;5;Lugar para compras;911luc;É o shopping da Disney, com muitas lojas de vários segmentos e restaurantes, entre elas a loja enorme da coca cola, loja dos super heróis, loja star wars, restaurante Planet Hollywood, tem estacionamento coberto, gratuito, vale um passeio a noite para conhecer.
Disney Springs - Orlando;12653;45;15 de novembro de 2016;5;depois dos parques;fran_valq;Um local excelente para um dia pós-parques , tem lojas, restaurantes e muita diversão!!! e o melhor a entrada é gratuita, inclusive o estacionamento... depois da reforma ficou ainda melhor. o antigo Downtown Disney, virou Disney Spring
Disney Springs - Orlando;12653;45;15 de novembro de 2016;5;Tudo muito bonito e no capricho.;Jose Mario C;Ficou ótima a remodelação do antigo Disney Downtown. O lugar é muito agradável para um passeio Cheio de restaurantes e lojas para todos os bolsos e gostos.
Disney Springs - Orlando;12653;45;14 de novembro de 2016;5;Passeio domingo por Disney Springs;Hugo_MdC;Passeio com a família por Disney Springs num ensolarado domingo. Lugar bem estruturado, bonito, repleto de lojas e restaurantes: Cirque du Soleil, Star Wars, Harley Davidson, Disney Store gigante...
Disney Springs - Orlando;12653;45;13 de novembro de 2016;5;Muito bom😀;NeyAnderson;Ótima opção para quem se hóspede no complexo Disney, no Disney Springs vc encontra food trucks, restaurante, passeio de balão e lojas, tem música ao vivo também, muito bom. O ônibus fica até 2 da manhã... o transporte Disney é excelente... vale conferir...💥💥💥
Disney Springs - Orlando;12653;45;13 de novembro de 2016;5;Shopping a céu aberto da Disney;KeylaeLeandro;Já virou meu shopping preferido rs! É um complexo com várias lojas, ótimos restaurantes, cinemas, música ao vivo, etc. Ótima opção de passeio com adultos e crianças também! Não deixe de assistir o La Nouba do Cirque du Soleil, conhecer a loja gigante da Coca Cola, a loja da Lego, a World of Disney (maior loja da Disney) e tirar muitas fotos. Pretendo voltar!
Disney Springs - Orlando;12653;45;12 de novembro de 2016;4;Disney Springs;PedroBeirao;Disney Springs é um complexo ao ar livre com diversos restaurantes, cinemas e lojas alusivas à Disney. O espaço é muito agradável de visitar. Wi-Fi disponível no local.
Disney Springs - Orlando;12653;45;10 de novembro de 2016;5;Entrada e estacionamento gratuitos - perfeito para passear em um dia entre parques!;399MarisaC399;O Disney Springs é o antigo Downtown Disney, que foi reformado e está uma delícia para passear! Entrada e estacionamento são gratuitos. É uma ótima opção para fazer uma boa refeição, fazer compras ou apenas passear em um dia entre parques. Vale à pena visitar de dia e à noite também: são dois momentos diferentes e igualmente gostosos!
Disney Springs - Orlando;12653;45;9 de novembro de 2016;5;Complexo de lojas, restaurante e diversão;Babi21RJ;Complexo com várias lojas de grife e lojas locais (Uniqlo, Sephora, Under Armour, Lacoste, Levi´s, etc.). Os preços das lojas são um pouco mais caros que dos outlets, mas tem bastante coisa bacana. Tem cinema, parquinho para crianças. Ótimos restaurantes como T-Rex e Rainforest da Disney. Loja de doces também. Tem uma loja enorme da Disney que pratica os mesmos preços dos parques. Tem uma loja enorme da Coca-Cola que é bem bacana. O Planet Hollywood estava em reforma quando fui, mas parece que vai abrilhantar ainda mais. Tem o espetáculo do La Nouba do Cirque du Soleil. Estacionamento gratuito. Vale à pena passar uma tarde para conhecer o local.
Disney Springs - Orlando;12653;45;7 de novembro de 2016;5;Ótimo!;Cristiane D;Ótimo local para passear, comer, assistir ao show do La Nouba Cirque du Soleil. Fui somente à noite, mas já achei tudo incrível! Super recomendo!
Disney Springs - Orlando;12653;45;4 de novembro de 2016;5;Excelente!;mariana c;O disney springs foi completamente reformado e agora conta com varias lojas e restaurantes temáticos, muito legal! vale a pena conferir!
Disney Springs - Orlando;12653;45;1 de novembro de 2016;5;Bons restaurantes e lojas;kelbarros;Excelente passeio de fim de tarde. Tem restaurantes muito gostosos e divertidos para as crianças, como o Rainforest e o T-Rex. Tem uma loja da Lego super legal, Pandora com pingentes exclusivos da Disney.. Dica: o estacionamento coberto é gratuito. Não sabíamos disso e acabamos parando super longe. Na segunda vez que fomos nos dispusemos a pagar e a grata surpresa: não tinha que pagar.. Tem tb Cirque du Soleil por lá com uma apresentação bem linda.. Recomendo!
Disney Springs - Orlando;12653;45;30 de outubro de 2016;5;Ótimo fim de tarde;lucianofuzzato;Ótimos restaurantes, lojas caras, bares, artistas de rua, enfim diversões para todas as idades. Bom para emendar com parque curto tipo animal kingdom ou Hollywood studios ou sea world
Disney Springs - Orlando;12653;45;30 de outubro de 2016;5;Ótima opção para que está no complexo Disney;Lucasandrevaz;Não é um parque, mas sim um "Mall" com lojas de boas marcas e restaurantes divertidos. Se você está hospedado no complexo Disney, vale a pena ir fechar a tarde/noite lá, considerando inclusive que há transfer a cada 20 minutos.
Disney Springs - Orlando;12653;45;28 de outubro de 2016;5;Em clima da Disney;CristianeP482;Nossa viagem foi com objetivo de fazer o enxoval do meu neto, estava com minha nora e sua mãe e não iríamos em nenhum parque, mas no domingo demos uma pausa na compra e passamos a tarde lá , muitas lojas em gerais e uma gigantesca da Disney, restantes temáticos como T-rex e o Rainforest café, mas com lista de espera muito longa, é bom ver ser tem reserva antecipada, ou assim que chegar tentar já reservar. Mega estacionamento e gratuito e como tudo da Disney lindo, organizado. Tem pequenas apresentações na rua, as que vi foram de músicas. Adorei.
Disney Springs - Orlando;12653;45;27 de outubro de 2016;5;Local de recordações especias;anaelisa1203;Ideal para um passeio no final de tarde.Recheado de grandes e excelentes restaurantes, ótimas lojas ,música boa e ao ar livre,excelente estacionamento.E ainda oferece um passeio de balão com uma vista fantástica.
Disney Springs - Orlando;12653;45;27 de outubro de 2016;5;Todo reformado!;MyrianFreitas;Um shopping a céu aberto. Lá normalmente é o lugar que você pega os seus cartões para entrar nos parques se você está com voucher. Mas tem excelentes restaurante, alguns lojas tipo a Sephora e alguns shows ao ar livre. Local para passear a noite ou pela manhã. Com certeza vale uma visita. É o antigo Disney Dowtown!
Disney Springs - Orlando;12653;45;26 de outubro de 2016;5;Super passeio de graça;Juliana P;A Disney Springs é sem dúvida uma grande opção gratuita em Orlando, com vasto estacionamento e gratuito e cheio de loja e restaurantes.
Disney Springs - Orlando;12653;45;26 de outubro de 2016;5;Fim de tarde;DanielM994;Pra fechar nosso passeio com chave de ouro, é caminhar no calçadão da Disney Springs. Ótimos restaurantes. Não percam o la Nouba. é mágico!!!
Disney Springs - Orlando;12653;45;25 de outubro de 2016;5;Maravilhoso;katia p p;Este local é ótimo para ir de dia ou de noite, possui uma infinidade de. Restaurantes para todos os gostos e bolsos, possui lojas e está sempre em reforma para ampliação. Recentemente foi reformado e possui novas atracações. Super recomendo. Padrão Disney de encarar o cliente!
Disney Springs - Orlando;12653;45;24 de outubro de 2016;5;Sensacionalllll. Vale muito o passeio;Debora_Araujo_M;Vale muito a visita. Recomendo. Complexo de lojas, restaurante e atrações da Disney. Lindo e muito cheio, principalmente a noite e nos finais de semana. Se pretender jantar em algum lugar por aqui, recomendo que faça reserva antes. São muitas opções, mas ficam lotadas. Varias lojas, e atrações. a nova loja da Coca cola e a World of Disney, e loja da Lego vale a pena a visita. Recomendo vir no final da tarde e ficar até o final da noite. Possui predio de garagem com muitas vagas.. adorei. Recomendo e pretendo voltar. Nota 10
Disney Springs - Orlando;12653;45;24 de outubro de 2016;5;Imperdível!;RodrigoCaparica;Trata-se da renovação do antigo DownTown Disney. Ambiente amplo, arejado, com estrutura moderna e muito bonita! Reúne restaurantes e lojas para todos os gostos, com estacionamento coberto. Vale muito a visita!
Disney Springs - Orlando;12653;45;24 de outubro de 2016;5;centro de convivência;maria_fcm53;Não sei se é um imenso shopping a céu aberto, um centro de entretenimento com muitos shows, uma enorme área gastronômica ou um espetacular centro de convivência. De qualquer forma, não deixe de passar aqui.
Disney Springs - Orlando;12653;45;24 de outubro de 2016;4;Shopping a céu aberto;MartaZanchi;Lojas e restaurantes super bacanas, aquele clima Disney de descontração, tem blues, música cubana, Sephora, Lego, Harley Davidson, o Cirque com seu maravilhoso La Nouba...e muitas outras lojas, com estacionamento gratuito e acessível a todos (independente de ticket dos parques), vale o passeio.
Disney Springs - Orlando;12653;45;23 de outubro de 2016;4;Muiiito lotado em alta temporada;rcrisfaria;Um excelente local para passeio em família, tudo muito lindo e organizado, porém devido a época que fomos estava tudo muito cheio, difícil até para locomover, cadeirantes e casais com carrinho de bebê tinham bastante dificuldade para andar.
Disney Springs - Orlando;12653;45;21 de outubro de 2016;4;Ficou muito bonito!;vanessapaiva;Não tinha ido depois da reforma. Os estacionamentos ficaram melhores, e achamos tudo mais bonito e organizado. Pena que pegamos um pouco de chuva no dia da visita e tivemos que ficar dentro de algumas lojas. Mas no geral, vale a pena!
Disney Springs - Orlando;12653;45;20 de outubro de 2016;5;Lojas e restaurantes;jeanisleb;Ótimo local para fazer compras (Disney) e aproveitar para jantar após sair dos parques. Fácil acesso e estacionamento grátis.
Disney Springs - Orlando;12653;45;20 de outubro de 2016;5;Mais um lugar fantástico!;761henriqueg;O Disney Springs, antigo Downtown Disney, é um lugar muito gostoso de se passear, tanto de dia quanto à noite. Com locais interessantes para visitar, como bons restaurantes, pubs e lojas das mais variadas marcas, tem, ainda, um espetáculo do Cirque Du Soleil para quem gosta.. São inúmeras opções ao gosto do freguês!. Vale muito a pena a visita.. Recomendo.
Disney Springs - Orlando;12653;45;19 de outubro de 2016;5;Totalmente reestilizado! Um novo conceito para essa área de lazer da Disney;AndreaSCordeiro;um local que concentra cada vez mais lojas e concorre com alguns shoppings. o movimento é bem menos intenso dos verificados em alguns outlets ou shopppings. Novas lojas, novo estilo! abriu recentemente a loja da Uniclo, que vice lotada inclusive por turistas japoneses que nao param de entrar e sair, embora possam comprar as mesmas peças em seu país. vale a pena visitar a loja. peças acessíveis com excelente qualidade. Para visitar a Disney Springs você não paga estacionamento. Detalhe, para o perído pós compras, voce tem acesso a otimos restaurantes, pode fazer passeis de balão e ir ao Circo! Um programa bem completo
Disney Springs - Orlando;12653;45;19 de outubro de 2016;5;Uma perdição para os consumistas;236beatriza;Local excelente, seja para fazer compras de produtos da Disney ou para almoçar/jantar nos restaurantes, ir ao cinema ou só passear com a família
Disney Springs - Orlando;12653;45;18 de outubro de 2016;5;Espetacular;Wagner41;Lugar incrível, com diversas lojas e opções de entretenimento, praticamente impossível ir a Orlando e não passar um dia por lá, Recentemente foi inaugurado lá um prédio da Coca Cola no qual é possível provar os sabores vendidos em todo o mundo, tem também uma guest relations Disney pra trocar os vouchers por ingresso físico para os parque!!!!! Lugar Show de Bola!!!!
Disney Springs - Orlando;12653;45;18 de outubro de 2016;5;Lugar incrivelmente perfeito;Tallesruanfranca;Esse sem duvida é o local em Sua viagem pra Orlando que não pode perder. Perfeito pra famílias, pra casal, ou grupos de amigos. Tem shows a noite de graça, muita festividade e sem dúvida a energia da Disney. Ótimos restaurantes, lojas famosas, Vale a pena ir mais de uma vez.
Disney Springs - Orlando;12653;45;16 de outubro de 2016;5;Maravilhoso para passear;Cicilia M;Um local maravilhoso para passear com a família e amigos. Um local a céu aberto que reúne muitas lojas de marcas famosas (muitas da Disney). Restaurantes fabulosos e temáticos como o T-Rex e o Rainforest. Lá fica uma unidade do Circo de Solei. Tem também um palco central para shows e apresentações. Aliás, perto desse palco tem um quiosque que vende um Hotdog de Pretzel que é um absurdo de bom. Experimente!!!
Disney Springs - Orlando;12653;45;15 de outubro de 2016;5;Superação;joseguilherme1962;A Disney se superou mais uma vez. O que já era bom, ficou excelente. Mais opções de gastronomia e compras, com um estacionamento coberto gratuito ao lado!
Disney Springs - Orlando;12653;45;14 de outubro de 2016;3;Disney springs;crispossidonio;A primeira vez que fui chamava-se downtown disney e era um ambiente bem legal, acolhedor e cheio de coisas para fazer, mas não fiz muita coisa por falta de tempo.. Agora visitei já com o novo nome 'disney springs' e apenas entrei na loja da coca cola, que é enorme e cheia de coisas da marca, e na loja da disney, pois queria comprar bonecos específicos. Há muitas outras lojas no local, entretanto, cheguei tarde, a maioria das lojas já estava próximo do horário de fechar. Vi vários barzinhos e locais para lanche. Me perdi lá por dentro, mas deu tudo certo no fim. Quero voltar com mais calma.
Disney Springs - Orlando;12653;45;12 de outubro de 2016;2;Decepcionante;GennySena;Aqui era onde ficava o Downtown Disney, mas com as reformas e nova proposta, mudou radicalmente de ambiente. Sinceramente, ficou um ambiente adulto, em que se vê muitas pessoas fumando e bebendo. Há locais com food trucks, mas não há mesas suficientes e a música é tão alta que impossibilita de as pessoas conversarem ou levar crianças. Sinceramente, não pretendo voltar tão cedo.
Disney Springs - Orlando;12653;45;11 de outubro de 2016;5;Melhorando!;Tatiane R;Quando estive, o local estava em reforma, mas deu para aproveitar muito! Ótimas opções de lojas e gastronomia... a loja da Disney foi incrivel
Disney Springs - Orlando;12653;45;7 de outubro de 2016;5;Ainda melhor!;DanielaDeLucaCastro;Sempre visitava o complexo "Downtown Disney", que foi totalmente repaginado recentemente e melhorou muito! Tem mais opções de lojas, novas lanchonetes e mais restaurantes. O estacionamento agora ficou excelente, com edifícios-garagem de vários andares com elevador e escada rolante, a um preço bem acessível. Dispõe também de Valet com funcionários super atenciosos! Excelente passear tanto de dia quanto de noite. Se quiser tranquilidade, recomendo ir durante o dia. À noite, o tempo de espera nos restaurantes é grande!
Disney Springs - Orlando;12653;45;6 de outubro de 2016;4;Local Agradavel;Guilherme D;Otimo Local para passear um pouco sem o intuito de compra, tem restaurante, lojas e parte de recreação..
Disney Springs - Orlando;12653;45;5 de outubro de 2016;5;Especial;698viniciusl;Local excelentes para um passeio, com diversas opções gastronômicas, bem como com boas opções de entretenimento além da variedade de lojas que transformam Disney Springs uma boa opção para compras. Uma atração imperdível é a Disney Store localizada na Disney Springs.
Disney Springs - Orlando;12653;45;4 de outubro de 2016;5;O centro comercial da Disney!;1passageiro;É o centro comercial da DISNEY: restaurantes, lanchonetes, sorveterias, lojas, cinemas, boliches, casas de show...tem um pouco de tudo, até mesmo uma galeria de arte! O estacionamento é gratuito e depois da recente reforma ficou ainda maior.. . Algumas dicas: ver o show permanente do Cirque Du Soleil, o La Nouba; comer um lanche rápido no Earl Of Sandwich (sempre um bom custo/benefício); tomar um sorvete na Ghirardelli (os sorvetes são muito melhores que os chocolates!); jantar no T-REX (o ambiente é bem colorido e os dinossauros animatrônicos são um show a parte) e visitar a World of Disney (uma loja gigantesca com grande variedade de ítens disney, ainda que muita coisa só se encontre nos parques).. . Os preços variam bastante mas mesmo para orçamentos apertados, há boas opções! - é um lugar em que, mesmo que não se gaste, há muito para se ver e aproveitar :)
Disney Springs - Orlando;12653;45;3 de outubro de 2016;3;Disney Springs;Carlos Augusto T;Um bom lugar para passear. Tudo muito bem organizado, com atrações para o público. Vale a pena um passeio.
Disney Springs - Orlando;12653;45;3 de outubro de 2016;4;Passeio agradável;SilviaS21;É uma área de compras e restaurantes, fora dos parques, com entrada e estacionamento gratuitos.. As lojas não têm preço amigáveis; os restaurantes também são um pouco acima, mas estamos falando de Disney, certo? Então.... O local é muito bonito, é grande, andar para ver tudo e ainda fazer uma refeição, tudo com calma, vai umas 3h30-4h. Se entrar em várias lojas, vai mais tempo.. Tem uma loja da Disney LINDA, Legos incríveis montados (não perca o dinossauro no lago), tem um palco com música ao vivo.. Não estive durante o dia, com o sol forte, deve ser bastante cansativo, pois é todo aberto; durante à noite é bem bonito por causa da iluminação e mais fresco.
Disney Springs - Orlando;12653;45;3 de outubro de 2016;5;Férias Florida;Giantti;Pessoal e o lugar mais incrível para se conhecer, tem de tudo o que se imaginar para comprar, comida, bebida e passeios, não tem como não visitar 😄😄😄
Disney Springs - Orlando;12653;45;3 de outubro de 2016;5;Lugar lindo;adrinaninha;Este lugar ficou maravilhoso, a reforma deu um super Up, ficou mágico, encantador... tudo lá é lindo!
Disney Springs - Orlando;12653;45;2 de outubro de 2016;4;Antiga Downtown Disney;2014li;Situado no complexo Disney, esse local oferece diversas opções para refeições e compras. Pode ter uma experiência com balão por 18 dólares. Tem também um carro que entra na água chamado amphicar que pode ser alugado para um passeio aquático.
Disney Springs - Orlando;12653;45;1 de outubro de 2016;5;Super Animado!!;Ana Rita S;Lugar imperdível!! Disney Springs é uma grande praça de atrações variadas. Já começa com uma novidade super legal: estacionamento grátis (e seguro)!! Nota 10! Variedade de lojas, astral lá em cima...boa comida (embora um pouco cara). Tem até loja da Havaianas, prá gente se sentir em casa!!. Coforme se vai andando pelo local, há algus locais com música ao vivo: caribenha, clássicos americanos,country...super hiper mega power agitado!!. Amei!!
Disney Springs - Orlando;12653;45;29 de setembro de 2016;3;Local aprazivel;LAFChaim;Grande quantidade de lojas e restaurantes, alguns precisam de reserva. A loja da Disney é especialmente bonita. Estacionamento gratuito. Vale um tempinho para visitar. A noite fica mais bonito o local.
Disney Springs - Orlando;12653;45;29 de setembro de 2016;5;Um passeio sem custo;joaquimm273;Este seria o quintal da Disney, um lugar para você sentir o clima da cidade Orlando, com todos os toques do Walt Disney World... Local agradável, lindo, pessoas bonitas passeando, cinemas, Cirque du Soleil, Disney Quest, Planet Hollywood (em reforma) lojas exclusivas e até nossa Havaianas está presente.
Disney Springs - Orlando;12653;45;29 de setembro de 2016;4;Reformulada;deduprat;Muito mais lojas - de grifi e algumas únicas. Vale a pena comer em um dos seus restaurantes. Varios locais para divertimento, incluindo um boliche Visita de dia ou a noite - é um point noturno Nova área para estacionamento
